#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,,,
Country,Time,Sector,Total energy,Oil products,Heavy fuel oil,Light fuel oil,Automotive diesel,Unleaded gasoline,Natural gas,Coal,Electricity
,,Real index for households,72.19235544,103.9936761,,,86.26477113,103.9936761,38.82625603,62.38824597,56.44332746
,,Nominal index for industry and households,53.8444291,63.70793819,,,,,36.39565766,57.90508226,52.49052655
,,Nominal index for industry,59.69734105,55.1804802,41.19817086,51.65478424,58.02272815,,50.97521259,65.73784275,69.5127417
,,Nominal index for households,48.95620823,70.52181679,,,58.49921467,70.52181679,26.32946748,42.30769231,38.27623126
,Q3-1998,Real index for industry and households,75.02268596,83.84573739,,,,,56.94244665,74.96240754,76.54706283
,,Real index for industry,74.39420935,66.1119581,47.0618907,64.08603987,69.05121684,,69.45782154,81.71323828,86.24169865
,,Real index for households,75.54768056,98.01877654,,,81.09243682,98.01877654,48.29970338,61.51677655,68.44999753
,,Nominal index for industry and households,55.78181705,61.37800601,,,,,42.64212457,58.07860654,57.44988631
,,Nominal index for industry,59.96339983,53.28771973,37.93293851,51.65478424,55.65682814,,55.98456064,65.86270116,69.5127417
,,Nominal index for households,52.28945284,67.84256188,,,56.12719172,67.84256188,33.43008076,42.578125,47.37687366
,Q4-1998,Real index for industry and households,74.79138061,82.49965834,,,,,57.23152844,76.8852626,76.93825154
,,Real index for industry,74.5157508,65.5534357,48.91609229,64.48622746,67.88455633,,69.89155341,82.64241144,86.78023804
,,Real index for households,75.0216265,96.04327321,,,79.50384476,96.04327321,48.48889416,65.41874805,68.71811735
,,Nominal index for industry and households,55.34797522,60.12822724,,,,,42.64212457,59.1457786,57.44988631
,,Nominal index for industry,59.68863712,52.50963982,39.18278822,51.65478424,54.37691502,,55.98456064,66.19825815,69.5127417
,,Nominal index for households,51.7227517,66.2158714,,,54.81296279,66.2158714,33.43008076,45.10216346,47.37687366
,Q1-1999,Real index for industry and households,74.33601742,81.46537625,,,,,54.8228654,81.59541379,77.17896984
,,Real index for industry,73.76911747,64.83824559,37.19987264,62.6131876,67.32380792,,64.79801673,87.63736872,87.43543048
,,Real index for households,74.79692209,94.10397306,,,77.87698904,94.10397306,48.23000684,68.58088093,68.35122408
,,Nominal index for industry and households,54.89507306,59.320177,,,,,40.62592651,62.65360802,57.61511994
,,Nominal index for industry,58.64777676,51.5475728,29.57456862,49.77861163,53.52363961,,51.51559013,69.67328623,69.5127417
,,Nominal index for households,51.84463594,65.22709875,,,53.97954932,65.22709875,33.43008076,47.53605769,47.37687366
,Q2-1999,Real index for industry and households,77.06168107,88.51656526,,,,,54.58780638,79.40750803,76.82296768
,,Real index for industry,75.92797826,71.30657682,47.33626635,76.51591162,72.38759752,,64.31245647,85.62510886,86.78023804
,,Real index for households,77.98600357,101.688028,,,84.22977935,101.688028,48.16051116,66.01462917,68.25273528
,,Nominal index for industry and households,57.13600601,64.74758278,,,,,40.62592651,61.36898811,57.61511994
,,Nominal index for industry,60.81986014,57.11802327,37.91731539,61.29080675,57.98394291,,51.51559013,68.58745964,69.5127417
,,Nominal index for households,54.1331131,70.58560857,,,58.4671603,70.58560857,33.43008076,45.82331731,47.37687366
,Q3-1999,Real index for industry and households,79.60228845,95.3471307,,,,,53.86081623,79.07301006,76.17960392
,,Real index for industry,77.17490772,75.52452295,53.21734589,73.45519574,77.58750579,,63.141044,85.0326294,86.1027715
,,Real index for households,81.58136323,110.518131,,,90.15346003,110.518131,47.72725224,66.23583025,67.63872381
,,Nominal index for industry and households,59.46111149,70.28538497,,,,,40.41092159,61.5919074,57.61511994
,,Nominal index for industry,62.30507256,60.97267909,42.96358357,59.30206379,62.63817244,,50.97521259,68.64879144,69.5127417
,,Nominal index for households,57.14285724,77.41132942,,,63.14709748,77.41132942,33.43008076,46.39423077,47.37687366
,Q4-1999,Real index for industry and households,81.81003184,101.163695,,,,,53.42479996,79.40521598,75.51986038
,,Real index for industry,79.02509563,81.42933343,63.97571912,85.12307234,82.23164427,,62.29195906,84.35383492,84.94491027
,,Real index for households,84.08062621,116.2671572,,,96.5497612,116.2671572,47.56424469,68.74575812,67.40771067
,,Nominal index for industry and households,61.59805917,75.17966985,,,,,40.41092159,62.46139012,57.61511994
,,Nominal index for industry,64.66839559,66.63584909,52.35307947,69.65853659,67.29240197,,50.97521259,69.02904859,69.5127417
,,Nominal index for households,59.09527509,81.71727482,,,67.85908902,81.71727482,33.43008076,48.31730769,47.37687366
,Q1-2000,Real index for industry and households,86.94437104,103.343229,,,,,61.48449731,78.72006331,83.81468571
,,Real index for industry,83.34772009,87.3610487,69.37495083,93.91537018,87.18529875,,63.487107,83.12963215,90.01675918
,,Real index for households,90.00533899,116.3902747,,,102.0012233,116.3902747,60.20442431,67.72343906,78.34742526
,,Nominal index for industry and households,66.78007977,78.6544803,,,,,46.95546748,63.29346055,64.97674108
,,Nominal index for industry,69.37305233,72.71347791,57.74305632,78.16885554,72.56719544,,52.84240999,69.19153056,74.92391321
,,Nominal index for households,64.5737444,83.50344476,,,73.18011347,83.50344476,43.19327221,48.58774039,56.20985011
,Q2-2000,Real index for industry and households,88.40351462,110.5914138,,,,,64.53864241,76.66136526,76.5201613
,,Real index for industry,81.15127846,90.03596232,74.71825755,98.81461256,89.42634532,,71.58119276,81.10806345,74.69443088
,,Real index for households,94.57560713,127.3718473,,,106.1730471,127.3718473,60.03702705,65.57214747,78.12958173
,,Nominal index for industry and households,68.36200971,84.72836335,,,,,49.99264477,62.53955844,59.51685609
,,Nominal index for industry,68.73828279,76.26395488,63.28926438,83.69981238,75.74758562,,60.63204873,68.701678,63.26908226
,,Nominal index for households,68.04184258,91.63689717,,,76.38554989,91.63689717,43.19327221,47.17548077,56.20985011
,Q3-2000,Real index for industry and households,90.10579817,115.5804392,,,,,63.7386182,77.21615329,75.56786585
,,Real index for industry,82.50654874,94.3484798,79.22155529,106.9097686,93.18648154,,70.61376665,81.54321191,73.68492908
,,Real index for households,96.57322001,132.9131398,,,110.8488368,132.9131398,59.34400653,66.4252938,77.22771491
,,Nominal index for industry and households,70.54476134,89.67190423,,,,,49.99264477,63.81349264,59.51685609
,,Nominal index for industry,70.84370827,81.0117049,68.02307013,91.79737336,80.01396269,,60.63204873,70.0165454,63.26908226
,,Nominal index for households,70.29039028,96.74023986,,,80.6808347,96.74023986,43.19327221,48.34735577,56.20985011
,Q4-2000,Real index for industry and households,92.02373106,115.8458196,,,,,64.19411467,77.19703791,81.39252347
,,Real index for industry,88.80048827,99.78870895,92.50701152,107.3043888,99.01799404,,72.20098113,80.69733369,86.51258362
,,Real index for households,94.76690603,128.9540347,,,118.2398497,128.9540347,59.07610609,68.46796735,76.8790809
,,Nominal index for industry and households,72.7900936,90.75083675,,,,,50.73242177,64.21177709,64.97674108
,,Nominal index for industry,76.90534483,86.421654,80.11536602,92.93058161,85.75417911,,62.52940112,69.88763683,74.92391321
,,Nominal index for households,69.288466,94.28425619,,,86.45062025,94.28425619,43.19327221,50.06009615,56.20985011
,Q1-2001,Real index for industry and households,86.2914367,101.0868714,,,,,62.45674447,77.77279944,84.78361658
,,Real index for industry,83.29269993,89.32728492,81.35886568,81.41233432,90.58181623,,69.4176506,82.26511711,82.92788178
,,Real index for households,88.8283627,111.4402371,,,106.2396309,111.4402371,58.60603431,67.46684284,86.45498377
,,Nominal index for industry and households,69.06497706,80.55468965,,,,,49.63385112,65.03632606,68.07647032
,,Nominal index for industry,72.32699434,77.56711016,70.64775451,70.69418387,78.65647908,,60.27863217,71.43469553,72.01020547
,,Nominal index for households,66.30586826,83.18448584,,,79.30249704,83.18448584,43.74643269,50.36057692,64.53426124
,Q2-2001,Real index for industry and households,85.99389196,105.1144833,,,,,61.46637085,77.13618237,78.7239029
,,Real index for industry,79.44142639,89.02559608,87.06940992,84.00007196,89.71032734,,67.69497519,83.09479576,71.24614121
,,Real index for households,91.53726625,119.2794486,,,104.972965,119.2794486,58.02076339,63.46635411,85.45874754
,,Nominal index for industry and households,69.35086532,84.4297625,,,,,49.33786539,65.2621912,63.54035672
,,Nominal index for industry,69.61853693,78.01762922,76.30332442,73.61350844,78.61769383,,59.32452807,72.82016915,62.43659434
,,Nominal index for households,69.12446091,90.07399847,,,79.27044267,90.07399847,43.81443925,47.92668269,64.53426124
,Q3-2001,Real index for industry and households,86.86923549,104.6675966,,,,,66.45340171,79.10665309,78.12482103
,,Real index for industry,79.87318227,87.4517713,87.96449515,81.08145915,88.21190596,,71.81011422,86.7496947,71.46641441
,,Real index for households,92.78788414,119.8247398,,,101.2832319,119.8247398,63.49011691,61.57252908,84.12171368
,,Nominal index for industry and households,70.54037757,84.65738463,,,,,53.70307399,67.11969628,63.54035672
,,Nominal index for industry,69.78116255,76.40219275,76.85013366,70.83677298,77.06628399,,62.7368675,75.78882391,62.43659434
,,Nominal index for households,71.18254365,91.92396019,,,77.69977883,91.92396019,48.706661,47.23557692,64.53426124
,Q4-2001,Real index for industry and households,85.28293751,96.40738996,,,,,67.25270333,80.53571379,83.89174061
,,Real index for industry,81.12618404,81.56040941,84.74899999,67.42001987,83.1738195,,73.30122004,87.85222785,83.02353101
,,Real index for households,88.79954359,109.4789567,,,95.4288794,109.4789567,63.90671872,63.75068614,84.67369343
,,Nominal index for industry and households,68.90950501,77.49480964,,,,,54.00247022,67.81542661,68.07647032
,,Nominal index for industry,70.36454738,70.74117143,73.50678571,58.47654784,72.14055773,,63.57758881,76.19836089,72.01020547
,,Nominal index for households,67.67878797,83.43965297,,,72.73135237,83.43965297,48.706661,48.58774039,64.53426124
,Q1-2002,Real index for industry and households,83.11383607,87.49507823,,,,,69.33776454,81.09955225,87.09284481
,,Real index for industry,79.46828233,77.00026161,77.93066867,63.38696663,78.1050523,,75.5133387,87.80853958,82.85900651
,,Real index for households,86.32525812,96.98526616,,,87.79071602,96.98526616,65.7377523,64.50322581,91.05728397
,,Nominal index for industry and households,67.73439332,71.07294471,,,,,56.2188072,68.42206163,71.07208424
,,Nominal index for industry,68.66422114,66.53173865,67.33565279,54.76923077,67.4863282,,65.24696942,75.87058387,71.59396151
,,Nominal index for households,66.91545814,75.17861699,,,68.0514152,75.17861699,50.95694942,50,70.58351178
,Q2-2002,Real index for industry and households,82.53724613,92.48624617,,,,,63.25921773,80.23342687,82.29197189
,,Real index for industry,76.66469375,80.48023259,87.68222953,65.30983948,81.53310536,,68.01139189,87.5243539,72.71724209
,,Real index for households,87.71046412,103.3429699,,,91.87936445,103.3429699,60.4889676,62.19752976,91.25746163
,,Nominal index for industry and households,67.10238112,75.00804689,,,,,51.20406068,67.72088356,66.845578
,,Nominal index for industry,66.26480132,69.56274606,75.78776142,56.45028143,70.47279215,,58.78535673,75.65130229,62.8528383
,,Nominal index for households,67.84006992,79.93110487,,,71.06452544,79.93110487,46.78547574,48.10697115,70.58351178
,Q3-2002,Real index for industry and households,82.14489388,91.11121986,,,,,63.49926846,81.23487845,82.62646184
,,Real index for industry,76.43726877,79.13701544,83.1817744,62.9623212,80.36467861,,68.62296227,88.27674124,73.3711283
,,Real index for households,87.17282501,101.9391794,,,89.80060402,101.9391794,60.51244327,63.81510287,91.29287849
,,Nominal index for industry and households,66.49958189,73.58104418,,,,,51.20406068,68.05445143,66.845578
,,Nominal index for industry,65.47942501,67.79214317,71.25705624,53.93621013,68.84381181,,58.78535673,75.62162218,62.8528383
,,Nominal index for households,67.39807335,78.81474866,,,69.42975286,78.81474866,46.78547574,49.33894231,70.58351178
,Q4-2002,Real index for industry and households,83.34000566,92.76172045,,,,,58.41136282,82.36234642,87.77430259
,,Real index for industry,78.78892405,80.26054448,82.72375849,67.95389224,81.21238597,,61.77926669,88.79265986,83.21549293
,,Real index for households,87.34912057,104.0662066,,,91.332696,104.0662066,56.44806437,66.45538823,92.04303518
,,Nominal index for industry and households,67.17480629,74.50776309,,,,,46.80572952,68.75410325,70.87082204
,,Nominal index for industry,67.39148666,68.65022562,70.75711636,58.12382739,69.46437575,,52.84240999,75.94810342,71.17771755
,,Nominal index for households,66.98396754,79.80352131,,,70.03878578,79.80352131,43.28738843,50.96153846,70.58351178
,Q1-2003,Real index for industry and households,83.95179143,94.90351847,,,,,60.72682826,82.82160295,83.76015029
,,Real index for industry,80.07594938,83.32875062,72.40996897,78.22826978,83.79833592,,65.21675139,88.71352497,80.08023057
,,Real index for households,87.34983934,105.7889143,,,93.86065088,105.7889143,58.35280966,67.24442009,87.11269569
,,Nominal index for industry and households,68.02164785,76.73318952,,,,,48.81831251,69.45277118,67.93932915
,,Nominal index for industry,68.67658204,71.46632444,62.10190716,67.09193246,71.86906101,,55.93269405,76.08453877,68.68025377
,,Nominal index for households,67.44756549,81.68537892,,,72.47491746,81.68537892,45.05738053,51.92307692,67.26445396
,Q2-2003,Real index for industry and households,82.92268397,92.41211686,,,,,65.89018029,81.38924696,80.53817415
,,Real index for industry,78.38387131,81.67697774,82.63775737,64.96778519,82.35163213,,71.75712671,87.80342723,73.56873204
,,Real index for households,86.90197484,102.5078907,,,91.63064692,102.5078907,62.78806929,64.43130715,86.88759828
,,Nominal index for industry and households,67.13126114,74.71596624,,,,,52.99874559,68.11533632,65.16155075
,,Nominal index for industry,66.96661274,69.78005101,70.60088514,55.50469043,70.35643641,,61.30510826,75.0141325,62.8528383
,,Nominal index for households,67.27558364,79.35697882,,,70.93630798,79.35697882,48.60768717,49.87980769,67.26445396
,Q3-2003,Real index for industry and households,82.16806773,90.45868151,,,,,65.99711731,82.72094266,80.66813668
,,Real index for industry,77.53175355,79.48167208,76.51846068,64.93486951,80.15836461,,71.86652541,89.33311957,73.68089265
,,Real index for households,86.23284064,100.7819203,,,89.21333973,100.7819203,62.89370471,65.23953532,87.03377905
,,Nominal index for industry and households,66.40831174,73.00078471,,,,,52.99874559,69.12767196,65.16155075
,,Nominal index for industry,66.13778137,67.80114224,65.27340078,55.39212008,68.37838886,,61.30510826,76.20483299,62.8528383
,,Nominal index for households,66.64544505,77.8897678,,,68.9489374,77.8897678,48.60768717,50.42067308,67.26445396
,Q4-2003,Real index for industry and households,81.98849657,89.58076603,,,,,63.54024096,83.00842791,83.25524024
,,Real index for industry,78.11875665,78.19436843,69.87642284,68.32642611,78.80173433,,68.42446173,89.18031883,79.8288159
,,Real index for households,85.3811946,100.2890106,,,88.43245078,100.2890106,60.95773996,66.69105757,86.37684181
,,Nominal index for industry and households,66.57159538,72.56453261,,,,,51.18931313,69.81902504,67.68719144
,,Nominal index for industry,67.20901432,67.27406647,60.11777075,58.78424015,67.79661017,,58.86858453,76.7257645,68.68025377
,,Nominal index for households,66.012866,77.53891299,,,68.37195884,77.53891299,47.12975894,51.5625,66.78265525
,Q1-2004,Real index for industry and households,84.79768441,93.06541215,,,,,63.28279938,82.57218401,86.65569052
,,Real index for industry,82.73168753,84.66246705,66.87551977,76.87352541,85.82271742,,67.67951104,88.37281361,85.25588662
,,Real index for households,86.77773583,102.0884056,,,95.1341244,102.0884056,60.94459134,67.09382361,88.04154008
,,Nominal index for industry and households,70.21071722,77.00982906,,,,,51.86851737,70.32083795,71.83079479
,,Nominal index for industry,71.89777607,73.57571541,58.11801123,66.80675422,74.58402824,,58.81671793,76.80018325,74.09142528
,,Nominal index for households,68.59416346,80.69660628,,,75.19953842,80.69660628,48.17414536,53.03485577,69.59314775
,Q2-2004,Real index for industry and households,84.45883012,98.23233509,,,,,58.69068862,78.99461741,80.73698342
,,Real index for industry,80.85932371,88.91276327,76.75144637,84.1397691,89.66825217,,61.68623956,84.90456551,75.20311199
,,Real index for households,87.90859709,108.2395926,,,99.57468622,108.2395926,57.09762957,63.22455223,86.21568887
,,Nominal index for industry and households,71.12959808,82.73129825,,,,,48.80441655,69.06360088,67.95288663
,,Nominal index for industry,72.50321312,79.72439948,68.81984932,75.44465291,80.40181515,,55.31150112,76.13041423,67.43152189
,,Nominal index for households,69.81338876,85.95942843,,,79.07811649,85.95942843,45.3445868,50.21033654,68.46895075
,Q3-2004,Real index for industry and households,84.05260245,98.81307069,,,,,57.76627048,78.08935212,79.14162544
,,Real index for industry,79.72001593,88.81033258,80.17326277,95.72716837,88.64172451,,59.38742513,83.14682463,73.00395243
,,Real index for households,88.20495339,109.5539049,,,101.047394,109.5539049,56.90412688,64.59402698,85.21811332
,,Nominal index for industry and households,71.92521802,84.5717706,,,,,48.64572548,69.89484016,67.67040139
,,Nominal index for industry,73.63494469,82.03139263,74.05359495,88.42026266,81.8756545,,54.85435137,76.80018325,67.43152189
,,Nominal index for households,70.28694376,87.29905588,,,80.52056288,87.29905588,45.3445868,51.47235577,67.90685225
,Q4-2004,Real index for industry and households,87.24940802,99.61788112,,,,,64.67359955,89.36287117,82.17174317
,,Real index for industry,84.97429346,91.35689319,71.58291566,97.39316687,91.64133002,,67.36493111,97.77526077,79.01900348
,,Real index for households,89.42987784,108.4884425,,,105.564992,108.4884425,63.24232691,66.91530821,85.29305387
,,Nominal index for industry and households,75.12841906,85.75517825,,,,,54.67562262,80.83334075,70.77628047
,,Nominal index for industry,79.2277326,85.17869593,66.74197418,90.80675422,85.44389714,,62.80923949,91.16300824,73.67518132
,,Nominal index for households,71.20042284,86.37407502,,,84.04654294,86.37407502,50.35096241,53.27524039,67.90685225
,Q1-2005,Real index for industry and households,86.20652909,92.27758125,,,,,66.6135411,92.60167823,88.01628334
,,Real index for industry,86.27475306,87.22313686,69.39518466,93.0348917,87.54320364,,72.04575378,101.3627755,87.29212517
,,Real index for households,86.13654762,98.40873263,,,99.17704112,98.40873263,63.75095683,66.48163587,88.74867667
,,Nominal index for industry and households,74.56288492,79.94207163,,,,,56.53176026,83.62585097,76.0416887
,,Nominal index for industry,79.81018823,80.68750966,64.19540541,86.06378987,80.98359384,,66.64736747,93.7676656,80.75132868
,,Nominal index for households,69.18148404,79.0380199,,,79.65509504,79.0380199,51.20225879,53.39543269,71.27944326
,Q2-2005,Real index for industry and households,90.82466773,102.7252414,,,,,65.54215599,91.8470751,87.43022141
,,Real index for industry,91.00805841,96.67126251,74.03516586,107.1855424,96.99778136,,72.21251197,101.6335786,86.48573478
,,Real index for households,90.63655277,110.0688499,,,109.30407,110.0688499,62.02711393,62.66992089,88.3854488
,,Nominal index for industry and households,78.66573646,89.07577331,,,,,55.78737044,83.02021021,75.62313298
,,Nominal index for industry,84.09778266,89.33097757,68.41364816,99.04690432,89.63270372,,66.72938906,93.91650319,79.91884075
,,Nominal index for households,73.09487148,88.76626691,,,88.14950156,88.76626691,50.02246645,50.54086539,71.27944326
,Q3-2005,Real index for industry and households,96.30669287,112.5606822,,,,,69.39278835,93.17608557,87.27268901
,,Real index for industry,96.59116592,105.4529584,89.94152078,121.3070185,105.4563642,,79.02925852,102.5442838,86.71103139
,,Real index for households,96.01489159,121.1825064,,,117.7948932,121.1825064,64.31470885,65.24605275,87.84073384
,,Nominal index for industry and households,83.53885887,97.70893743,,,,,59.31440793,84.0698685,75.62313298
,,Nominal index for industry,89.02505118,97.19268762,82.89628161,111.804878,97.19582671,,72.83879139,94.51185343,79.91884075
,,Nominal index for households,77.91246404,98.33503445,,,95.58611405,98.33503445,52.18896108,52.94471154,71.27944326
,Q4-2005,Real index for industry and households,97.82507505,110.9161112,,,,,80.86181164,94.0661266,87.56046997
,,Real index for industry,97.81730867,104.13582,102.868063,118.5614039,103.8016078,,91.72125239,102.3323836,87.70947316
,,Real index for households,97.8330415,119.1407525,,,115.2515628,119.1407525,75.13926983,69.42138453,87.40977231
,,Nominal index for industry and households,84.98310015,96.45315735,,,,,69.26889314,84.76786516,76.0416887
,,Nominal index for industry,90.05729208,95.87454493,94.70736131,109.1557223,95.56684637,,84.44484651,94.21417831,80.75132868
,,Nominal index for households,79.77923458,97.15488645,,,93.98339584,97.15488645,61.27330135,56.61057692,71.27944326
,Q1-2006,Real index for industry and households,97.43127044,103.5373276,,,,,86.23953352,94.28073872,95.12238712
,,Real index for industry,99.06168211,99.40066402,94.94445112,107.4205806,99.30463087,,101.3210209,103.7552343,96.19239096
,,Real index for households,95.7221615,108.8026931,,,108.447015,108.8026931,78.02741507,70.30425679,94.05313007
,,Nominal index for industry and households,85.11748842,90.61578353,,,,,74.50457821,84.67245945,82.97120612
,,Nominal index for industry,90.87591286,91.18688366,87.09890124,98.54409006,91.09878602,,92.94855558,95.18162248,88.24372
,,Nominal index for households,79.08232186,89.8890023,,,89.59515338,89.8890023,64.46353756,58.08293269,77.70342612
,Q2-2006,Real index for industry and households,100.6342187,110.7530827,,,,,87.11365641,90.86605825,94.29454077
,,Real index for industry,101.6787052,105.193742,115.2609573,114.7150104,104.8626946,,102.8327031,100.2040134,94.91064329
,,Real index for households,99.53931656,117.8293074,,,115.0565193,117.8293074,78.55437638,67.23511024,93.67886825
,,Nominal index for industry and households,88.46268446,97.51574534,,,,,75.73330015,82.2568982,82.76317761
,,Nominal index for industry,94.09043851,97.34314863,106.6590491,106.1538462,97.0368072,,95.15831373,92.72580268,87.82747604
,,Nominal index for households,82.56446812,97.73539168,,,95.43545854,97.73539168,65.15817597,55.76923077,77.70342612
,Q3-2006,Real index for industry and households,100.578258,111.2543235,,,,,86.86511521,91.07099695,93.38544545
,,Real index for industry,100.9732568,104.5761902,126.0458209,114.6365052,104.0733145,,103.1639767,98.67687309,93.76518749
,,Real index for households,100.1641933,119.754607,,,114.751854,119.754607,77.99011652,71.82330709,93.00596844
,,Nominal index for industry and households,89.25932026,98.87667329,,,,,76.25245531,83.24372438,82.76317761
,,Nominal index for industry,94.57909201,97.95386847,118.0639276,107.3771107,97.48283753,,96.63108377,92.42812753,87.82747604
,,Nominal index for households,83.68388744,100.0510334,,,95.87139789,100.0510334,65.15817597,60.00600962,77.70342612
,Q4-2006,Real index for industry and households,96.26499143,103.0059988,,,,,82.93282132,94.13449637,94.12287203
,,Real index for industry,97.45636407,98.51051537,102.9377352,108.4334982,98.25120851,,98.51678208,100.0074775,94.34055883
,,Real index for households,95.01611319,108.7280893,,,109.2295588,108.7280893,74.44709783,79.27212974,93.90533717
,,Nominal index for industry and households,85.03743627,91.18693845,,,,,72.370527,85.62700286,82.97120612
,,Nominal index for industry,91.15816367,92.14418955,96.28529656,101.4258912,91.90164062,,92.15005126,93.54440926,88.24372
,,Nominal index for households,78.62255495,89.96874203,,,90.38369074,89.96874203,61.60240452,65.59495192,77.70342612
,Q1-2007,Real index for industry and households,94.81343152,97.32450546,,,,,76.6060145,96.11853362,101.3610626
,,Real index for industry,95.35626086,93.11143473,71.51574077,91.33981949,93.44647516,,86.39542743,100.0074775,102.658696
,,Real index for households,94.21608549,102.7250864,,,103.1054874,102.7250864,70.73643941,84.96927304,99.98354986
,,Nominal index for industry and households,84.60358361,86.94954811,,,,,67.54058604,88.16967629,90.39029302
,,Nominal index for industry,89.69937184,87.58771717,67.27316031,85.92120075,87.90288174,,81.27012846,94.074661,96.56859924
,,Nominal index for households,78.9971439,86.13166624,,,86.45062025,86.13166624,59.3102192,71.24399039,83.83297645
,Q2-2007,Real index for industry and households,96.65477045,102.5099817,,,,,75.90997349,95.37570876,99.24885156
,,Real index for industry,95.59643653,95.46544879,92.62285853,96.47263816,95.49073554,,84.52221001,100.0074776,99.82039937
,,Real index for households,97.81939351,111.5401101,,,105.9841695,111.5401101,70.74621452,82.09683452,98.64212057
,,Nominal index for industry and households,87.61337998,92.97731546,,,,,67.97274252,89.15360779,89.9616617
,,Nominal index for industry,91.68497769,91.55934949,88.8330677,92.52532833,91.5836016,,81.06386828,95.91553495,95.73611132
,,Nominal index for households,83.13376542,94.79459046,,,90.07276341,94.79459046,60.12508349,69.77163462,83.83297645
,Q3-2007,Real index for industry and households,97.58456268,104.2441681,,,,,76.47283777,96.35522982,98.97418233
,,Real index for industry,96.40490662,96.77691679,99.85641114,103.0272164,96.63816958,,84.79477933,100.0074775,100.0785065
,,Real index for households,98.88269234,113.8161637,,,107.4485231,113.8161637,71.483135,85.88455648,97.80187847
,,Nominal index for industry and households,89.29884333,95.43969605,,,,,69.1065257,90.89009661,90.60460868
,,Nominal index for industry,93.42480296,93.78531342,96.76961332,99.8424015,93.65085522,,82.17357216,96.9160099,96.98484321
,,Nominal index for households,84.75941922,97.55996428,,,92.10180466,97.55996428,61.27330135,73.61778846,83.83297645
,Q4-2007,Real index for industry and households,99.93467464,107.7426738,,,,,78.76189051,99.22404766,99.25105054
,,Real index for industry,100.9027388,103.7612491,111.5856109,112.0762863,103.5234755,,87.12427727,100.0074776,101.7522911
,,Real index for households,98.86938719,112.8463162,,,114.6996878,112.8463162,73.74793743,96.97802297,96.5958394
,,Nominal index for industry and households,92.53537811,99.90800898,,,,,71.94072936,94.25583828,91.89050266
,,Nominal index for industry,98.65170731,101.4464473,109.096256,109.575985,101.2139782,,85.18062843,97.77641838,99.48230698
,,Nominal index for households,85.80612849,97.9363358,,,99.54482803,97.9363358,64.00388609,84.16466346,83.83297645
,Q1-2008,Real index for industry and households,102.133756,106.2582577,,,,,84.35178296,100.145591,106.0892442
,,Real index for industry,104.7982073,104.1424958,115.1202006,115.2543948,103.8422831,,98.14443832,100.0074775,110.0126261
,,Real index for households,99.15572744,109.0765077,,,111.4473181,109.0765077,76.41847423,100.56271,101.9108027
,,Nominal index for industry and households,96.55689197,100.6161983,,,,,78.93590007,96.39561612,100.2374857
,,Nominal index for industry,103.0264089,102.3817833,113.1738907,113.3058161,102.0866462,,96.48513359,98.31667483,108.1526687
,,Nominal index for households,89.32742919,98.26486349,,,100.4006796,98.26486349,68.84388852,90.59495192,91.80942184
,Q2-2008,Real index for industry and households,104.139259,110.6649328,,,,,86.49824401,99.23881706,104.326251
,,Real index for industry,107.3823878,109.695694,119.3844014,130.3154773,109.2481223,,101.2584705,100.0074775,107.2903366
,,Real index for households,100.5144491,111.9559843,,,117.96953,111.9559843,78.00840428,96.91737133,101.1694698
,,Nominal index for industry and households,99.54304253,105.997269,,,,,81.78185675,96.73735661,99.59352605
,,Nominal index for industry,106.9956565,109.3006314,118.9544456,129.8461538,108.8546717,,100.8937941,99.64730656,106.9039368
,,Nominal index for households,91.21500262,101.5979842,,,107.0551656,101.5979842,70.79118344,87.95072115,91.80942184
,Q3-2008,Real index for industry and households,104.8274081,110.0804926,,,,,93.71624091,99.97779436,103.2539243
,,Real index for industry,107.860605,109.4601196,129.1529089,130.0327368,108.9186318,,109.5992685,100.0074775,105.8765236
,,Real index for households,101.4379113,110.9065386,,,118.3497911,110.9065386,84.58058442,99.88814762,100.4608295
,,Nominal index for industry and households,101.2534928,106.590222,,,,,89.47892352,98.56673137,99.59352605
,,Nominal index for industry,108.9072715,110.5223076,130.4061935,131.2945591,109.9755653,,110.6628068,100.9779383,106.9039368
,,Nominal index for households,92.70236,101.3555754,,,108.1578357,101.3555754,77.29673933,91.28605769,91.80942184
,Q4-2008,Real index for industry and households,100.6270083,95.01401832,,,,,107.4656196,101.4917392,106.0410269
,,Real index for industry,104.1522431,95.43771521,107.8166973,103.8577175,95.17181266,,130.0179857,100.0074775,110.6884485
,,Real index for households,96.68767542,94.44985277,,,100.7181053,94.44985277,94.49386914,105.974385,101.0914757
,,Nominal index for industry and households,95.17450304,90.04546254,,,,,100.8679585,97.35007708,100.2374857
,,Nominal index for industry,101.7662023,93.25131697,105.3467069,101.478424,92.99150603,,127.0393824,97.71638987,108.1526687
,,Nominal index for households,87.80997127,85.77762184,,,91.47033369,85.77762184,85.8175967,96.24399039,91.80942184
,Q1-2009,Real index for industry and households,99.10264598,85.81009207,,,,,106.0616121,101.7167258,117.9369385
,,Real index for industry,102.3607828,85.98176312,73.96513686,82.22868049,86.144981,,131.1498553,100.0074775,124.7005673
,,Real index for households,95.71178462,85.58192354,,,87.5055131,85.58192354,93.71157555,105.4101894,111.4736523
